open,high,low,close,volume,MA_5,MA_10,MA_20,MA_60,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_PctB,ATR,Volume_MA_5,Volume_MA_20,Volume_Ratio,OBV,Return,Log_Return,Return_5d,Return_10d,Return_20d,HL_Ratio,CO_Ratio,target,datetime
0.6176470588235294,0.5985663082437276,0.5845588235294117,0.5740072202166064,0.1459869776151453,0.6210363495746325,0.6567524115755627,0.721854304635762,0.7050117096018731,0.656898793644199,0.7038587402627872,0.30655752102663714,0.27884469989419086,0.38217112519109403,0.20064360975646503,0.15640124029091013,0.24118754075019422,0.721854304635762,0.6706023283260798,0.779315553000552,0.13916873592400655,0.2095409425336958,0.6616809116809118,0.3248565868781283,0.6211579242980856,0.03122762051131601,0.3266599435744244,0.2503365291168881,0.26471502928199575,0.23365528131836244,0.1647872148472615,0.20395495707179773,0.34011378054270863,0.13185873041694698,1,2021-03-08
0.5698529411764706,0.5734767025089607,0.5698529411764706,0.5812274368231045,0.2146936262725434,0.6094354215003865,0.6487138263665595,0.714348785871965,0.7121311475409833,0.6489608056606282,0.6992567523052864,0.3182865074280833,0.25944573922198083,0.36029812658543625,0.1996822882226321,0.16745247193999868,0.18569028680463395,0.714348785871965,0.664457053328692,0.7703283710399567,0.14071561263196455,0.25913035684845276,0.6616809116809118,0.2639679533967847,0.6078514473931377,0.04692797619874536,0.3689504766770366,0.40477475355929754,0.4229463248531791,0.2230743433708614,0.1783318132763277,0.19136711434699408,0.27091568523574716,0.3573605107711808,0,2021-03-09
0.6139705882352942,0.5913978494623655,0.5625,0.5523465703971118,0.15422478072164147,0.5901005413766434,0.635048231511254,0.7046357615894041,0.7198126463700234,0.6372152161604852,0.692323061801112,0.3182865074280833,0.23132124806971907,0.33631284418333185,0.18339684028576228,0.0741676382059825,0.1195935189868094,0.7046357615894041,0.6581404129549469,0.7565989043765264,0.146182969038633,0.19056079301289008,0.6901709401709402,0.26350580251522493,0.594828901810578,0.03444729988894351,0.33857114820050327,0.2626345915271329,0.27745326185759905,0.1676823656253287,0.11602015938379884,0.15733329325957188,0.4364918100767157,0.056403081633532026,1,2021-03-10
0.5514705882352942,0.5591397849462365,0.5661764705882353,0.5595667870036101,0.19750776726704788,0.580046403712297,0.629823151125402,0.7022075055187638,0.7267447306791568,0.6285338480388751,0.6865711256368316,0.3930773542600896,0.21345846109328082,0.3130045857324145,0.18861661157199677,0.06691018434811787,0.08897197358224176,0.7022075055187638,0.661464292817683,0.7468761769720835,0.1579062044586304,0.2374469132089025,0.6652421652421652,0.2576680228626104,0.5528496639520679,0.04745804217774453,0.3774763961794384,0.40515092866909314,0.423327203745435,0.23303075673244142,0.20879498910439387,0.2686886625759589,0.20585442384707486,0.3421298771368626,2,2021-03-11
0.5772058823529411,0.5698924731182795,0.5772058823529411,0.5884476534296028,0.1408251114999355,0.5761794276875483,0.619774919614148,0.7004415011037528,0.7344262295081965,0.6262169054500191,0.6839178493615796,0.3625910780891711,0.2139054987496889,0.2944610877244538,0.22535232779344522,0.09611701084928044,0.06456280735068466,0.7004415011037528,0.6618981497942515,0.7423498491788179,0.16225922234762905,0.34103398274649777,0.6545584045584045,0.24164200300589805,0.5412555433288089,0.034561461903408495,0.4052162464161043,0.49135333458230723,0.5100403310807057,0.2785730111519174,0.15703254972647163,0.28003727167333137,0.2023128423615338,0.3572274698410232,1,2021-03-12
0.5882352941176472,0.5878136200716846,0.5845588235294117,0.5848375451263537,0.13169397429812277,0.5784996133023974,0.6157556270096463,0.6947019867549669,0.7422950819672129,0.6236278117625005,0.6811270382517389,0.3625910780891711,0.21359305107447052,0.27955422359915344,0.2533903271669907,0.16780649407940673,0.09660362357027208,0.6947019867549669,0.655766563263587,0.737314816071406,0.16048260876803982,0.34306612910655443,0.6438746438746439,0.2375872491207799,0.5317947820095046,0.03289429938943295,0.3792750553515907,0.3621075299275918,0.3796041838437504,0.3244486822930111,0.2233360994527524,0.21779614089557797,0.27033181522446326,0.29609302121692455,1,2021-03-15
0.5919117647058825,0.5806451612903225,0.599264705882353,0.59927797833935,0.10841441667730364,0.5823665893271461,0.6117363344051447,0.6887417218543046,0.7507259953161594,0.6239514553993148,0.6798792491625381,0.3495836002562458,0.22107784518290946,0.26935509197851193,0.28968636500731576,0.2554269735828944,0.1611092365643374,0.6887417218543046,0.6440053194333522,0.7390061444462614,0.14716965953175,0.4017228594979248,0.5904558404558405,0.20743711003137297,0.5260298179275101,0.027375731587585956,0.40063061935641864,0.4329324874422783,0.45139635212355106,0.3359311690533359,0.22372728261239083,0.21524052511764197,0.1340106434446057,0.3417631710155162,1,2021-03-16
0.5955882352941178,0.5734767025089607,0.5845588235294117,0.5848375451263537,0.10735733603358294,0.5893271461716936,0.605305466237942,0.6818984547461371,0.7588758782201404,0.6217108924888277,0.6773875936229967,0.42690582959641243,0.22116434142119615,0.2612157369459675,0.3055669888342217,0.24746147544621364,0.21289543291168567,0.6818984547461371,0.6305133290748002,0.7409330808222183,0.13181538747609955,0.36093533602277295,0.5192307692307693,0.19414137720186062,0.5147809458836361,0.02769992999006118,0.3794832799958503,0.3200482762836706,0.33660289036836877,0.3599610235141948,0.19622319465820703,0.20132661699332427,0.18022121014964215,0.26588492164562655,1,2021-03-17
0.599264705882353,0.6021505376344085,0.6102941176470589,0.59927797833935,0.17203174732453197,0.5978344934261406,0.6045016077170418,0.6777041942604858,0.7671194379391095,0.6223294467831302,0.6764168004322213,0.29315927073774595,0.22887541591375818,0.2564828039258084,0.33183008303919115,0.2793234679929365,0.25105368285183693,0.6777041942604858,0.6224649734551986,0.7418306654935414,0.12282656687579419,0.4273706373137756,0.4907407407407408,0.18691413541452837,0.5175184239291217,0.044152678428142106,0.4133702398988549,0.4329324874422783,0.45139635212355106,0.37143884996405996,0.26065364119491446,0.2419826565434356,0.20101596516690856,0.3114247256019455,0,2021-03-18
0.5661764705882353,0.5591397849462365,0.5772058823529411,0.5667870036101081,0.18061518055409642,0.5931941221964423,0.60008038585209,0.6750551876379691,0.7744262295081965,0.6171954046365478,0.6725112534867035,0.3357348427624848,0.220661616656749,0.250801953579689,0.3245217571947413,0.2076339847628102,0.23470014716320065,0.6750551876379691,0.6229698627331235,0.7352283514840954,0.12907919161769668,0.30976381404684705,0.4337606837606838,0.19820210152689388,0.5133496661135675,0.04673129457800681,0.37779250801798003,0.24979844530513715,0.26415713198154056,0.27251295310416435,0.218223834939034,0.2652907137368043,0.13663830311999015,0.311128570626859,1,2021-03-19
