datetime,open,high,low,close,volume,stock_code,stock_name,MA_5,MA_10,MA_20,MA_60,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_PctB,ATR,Volume_MA_5,Volume_MA_20,Volume_Ratio,OBV,Return,Log_Return,Return_5d,Return_10d,Return_20d,HL_Ratio,CO_Ratio
2025-06-27 13:55:00,0.7075783475783477,0.7075783475783481,0.7031339031339034,0.7031339031339034,0.24033075486796485,35420,네이버,0.7077922077922083,0.7136881580845227,0.7257301672436487,0.7716058880853467,0.722813509579443,0.7394418106460612,0.0,0.2257731103465609,0.19905543686583455,0.4448179438387765,0.1834388079342256,0.17846478786423903,0.7257301672436487,0.7037052838670195,0.7376938949669651,0.06909476835896507,0.3110177634792246,0.3053660871076853,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.9032549722395036,0.4230113022717879,0.4330091794468391,0.3964095073680903,0.36350922838642624,0.2988585690186093,0.19278992750499224,0.15646178013179604
2025-06-27 14:00:00,0.7064387464387458,0.7064387464387463,0.701994301994302,0.7019943019943016,0.24033075486796485,35420,네이버,0.706646294881589,0.712534256454636,0.7245599492905548,0.77037492947633,0.7216344811694362,0.7382488871706667,0.0,0.22563804410091512,0.1988298891304223,0.44494996531875647,0.1833984149932684,0.1784241562431544,0.7245599492905548,0.7025777511048341,0.7365306795300492,0.06911571349848822,0.3110177634792352,0.30516433080707805,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.9015147191742126,0.4230102272130997,0.43300809819494573,0.39640416674161255,0.3634986328817199,0.29883771499781503,0.19284721169083452,0.1564216946016595
2025-06-27 14:05:00,0.7052991452991453,0.7052991452991453,0.7008547008547006,0.700854700854701,0.24033075486796485,35420,네이버,0.7055003819709698,0.7113803548247506,0.7233897313374618,0.7691439708673133,0.7204554447132416,0.7370550823139648,0.0,0.22551293415095047,0.19862085156435522,0.44507246992713545,0.18335801142112992,0.17838351392946494,0.7233897313374618,0.7014502183426492,0.7353674640931347,0.06913667105362231,0.3110177634792473,0.30496257450647357,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8997744661089215,0.42300915151554586,0.43300701630041083,0.39639882294516054,0.3634880310972735,0.29881684865377417,0.192904529928838,0.15638158527059076
2025-06-27 14:10:00,0.7041595441595438,0.7041595441595447,0.6997150997150996,0.6997150997150992,0.24033075486796485,35420,네이버,0.7043544690603514,0.7102264531948648,0.7222195133843674,0.7679130122582958,0.7192764014487341,0.7358604613634596,0.0,0.2253970504719793,0.19842713120350114,0.4451861228029386,0.1833175972136033,0.17834286091895207,0.7222195133843674,0.7003226855804625,0.7342042486562192,0.06915764103541006,0.31101776347925336,0.30476081820586776,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8980342130436305,0.42300807517854455,0.43300593376264906,0.39639347597589625,0.3634774230274868,0.29879596997555036,0.19296188224931943,0.15634145211738554
2025-06-27 14:15:00,0.7030199430199433,0.7030199430199433,0.6985754985754986,0.6985754985754986,0.24033075486796485,35420,네이버,0.7032085561497325,0.7090725515649785,0.7210492954312739,0.7666820536492791,0.7180973524233476,0.7346650847705436,0.0,0.22528971596462186,0.19824761889573211,0.4452915458269315,0.18327717236649785,0.17830219720739746,0.7210492954312739,0.6991951528182776,0.7330410332193042,0.06917862345491166,0.31101776347926546,0.3045590619052605,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8962939599783394,0.4230069982015409,0.4330048505811023,0.3963881258310073,0.36346680866678377,0.29877507895221783,0.19301926868268604,0.15630129512081464
2025-06-27 14:20:00,0.7018803418803414,0.7018803418803419,0.6974358974358967,0.6974358974358967,0.24033075486796485,35420,네이버,0.7020626432391133,0.7079186499350927,0.71987907747818,0.7654510950402624,0.7169182985233702,0.7334690085087288,0.0,0.22519030271146612,0.1980812837812237,0.44538931992398506,0.18323673687559325,0.17826152279056917,0.71987907747818,0.6980676200560914,0.7318778177823893,0.06919961832319148,0.31101776347926396,0.3043573056046559,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8945537069130484,0.42300592058394787,0.43300376675517965,0.3963827725076531,0.3634561880095536,0.2987541755728085,0.1930766892594391,0.15626111425962338
2025-06-27 14:25:00,0.7007407407407409,0.7007407407407409,0.6962962962962962,0.6962962962962962,0.24033075486796485,35420,네이버,0.7009167303284949,0.7067647483052064,0.7187088595250866,0.7642201364312458,0.7157392404987393,0.7322722844053406,0.0,0.22509822848371622,0.19792716807813582,0.4454799873289882,0.1831962907367044,0.17822083766424268,0.7187088595250866,0.6969400872939056,0.7307146023454743,0.06922062565133605,0.31101776347928356,0.30415554930404876,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8928134538477573,0.4230048423252105,0.43300268228432315,0.396377416003009,0.3634455610502,0.29873325982637133,0.19313414400998408,0.15622090951253206
2025-06-27 14:30:00,0.6996011396011395,0.6996011396011399,0.6951566951566956,0.6951566951566952,0.24033075486796485,35420,네이버,0.6997708174178761,0.705610846675321,0.7175386415719927,0.7629891778222282,0.714560178984017,0.7310749604486451,0.0,0.2250129534835932,0.19778438216648941,0.4455640537994487,0.1831558339456011,0.17818014182417996,0.7175386415719927,0.6958125545317198,0.7295513869085584,0.06924164545043827,0.31101776347929566,0.3039537930034416,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8910732007824663,0.4230037634247403,0.43300159716794046,0.3963720563142277,0.36343492778311215,0.29871233170191974,0.19319163296487518,0.15618068085823542
2025-06-27 14:35:00,0.6984615384615385,0.6984615384615385,0.6940170940170942,0.6940170940170942,0.24033075486796485,35420,네이버,0.6986249045072572,0.7044569450454339,0.7163684236188987,0.7617582192132115,0.7133811145161402,0.7298770810722188,0.0,0.22493397730853654,0.19765209996130306,0.44564199076178446,0.18311536649809368,0.17813943526615353,0.7163684236188987,0.6946850217695344,0.7283881714716434,0.06926267773160645,0.31101776347930776,0.30375203670283557,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8893329477171753,0.42300268388197704,0.43300051140546814,0.39636669343848063,0.36342428820266715,0.2986913911884669,0.1932491561546844,0.1561404282754031
2025-06-27 14:40:00,0.6973219373219379,0.6973219373219379,0.6928774928774928,0.6928774928774937,0.24033075486796485,35420,네이버,0.6974789915966384,0.7033030434155481,0.7151982056658048,0.7605272606041957,0.7122020475494404,0.7286786874182662,0.0,0.2248608361237705,0.19752955456476773,0.4457142373817743,0.18307488838997293,0.1780987179859276,0.7151982056658048,0.6935574890073481,0.7272249560347284,0.06928372250595988,0.31101776347932886,0.3035502804022311,0.24033075486796485,0.24033075486796485,0.10261519874033874,0.8875926946518842,0.4230016036963416,0.4329994249963235,0.3963613273729164,0.3634136423032459,0.2986704382750034,0.1933067136100014,0.1561001517426791
